Name,Description,Ocupation Wikidata Ids
MULGREW MILLER,American pianist,"composer|""pianist""|"
MARY LOU WILLIAMS,American pianist,"pianist|""composer""|"
MARILYN CRISPELL,American pianist,"pianist|""composer""|"
KENNY BARRON,American pianist,"pianist|""composer""|""educationist""|"
GEORGE WINSTON,American pianist,"pianist|""composer""|""musician""|""guitarist""|"
ART TATUM,American pianist,"pianist|""musician""|"
BUD POWELL,American pianist,"pianist|""musician""|"
URI CAINE,American pianist,"pianist|""musician""|"
VAN CLIBURN,American pianist,"pianist|""musician""|"
GIL EVANS,American pianist,"pianist|""bandleader""|""conductor""|""composer""|"
ETHAN IVERSON,American pianist,musician|
HAROLD MABERN,American pianist,"musician|""pianist""|"
BILL MAYS,American pianist,"musician|""pianist""|"
GEORGE CABLES,American pianist,"musician|""pianist""|""composer""|"
EDDIE PALMIERI,American pianist,"bandleader|""musician""|""conductor""|""pianist""|"
HUGH SUNG,American pianist,
SKITCH HENDERSON,American pianist| bandleader| and composer,"composer|""conductor""|"
BURT BACHARACH,American pianist| composer and music producer,"pianist|""composer""|""songwriter""|"
HERBIE HANCOCK,American pianist| keyboardist| bandleader and composer,"pianist|""singer-songwriter""|""composer""|""bandleader""|""conductor""|""musician""|""songwriter""|"
LITTLE RICHARD,American pianist| singer and songwriter,"singer|""pianist""|""musician""|""songwriter""|"
JONATHAN BISS,American pianist| teacher and writer,
ALBERT GOODWILL SPALDING,American pitcher| manager and business executive,"businessperson|""sportsperson""|""baseball player""|""author""|"
ALAN STERN,American planetary scientist,astronomer|
DANIEL J. HINKLEY,American plantsman,horticulturist|
JOHN CONVERSE,American plastic surgeon,plastic surgeon|
JEANA KEOUGH,American playmate and actor,actor|
STEPHEN KARAM,American Playwright,playwright|
WENDY KESSELMAN,American playwright,playwright|
TINA HOWE,American playwright,playwright|
CHRISTOPHER SHINN,American playwright,playwright|
DOUGLAS PARKER,American playwright,playwright|
JEROME LAWRENCE,American playwright,playwright|
KIRK LYNN,American playwright,playwright|
DAVID IVES,American playwright,playwright|
GREG KOTIS,American playwright,playwright|
REBECCA GILMAN,American playwright,playwright|
RINNE GROFF,American playwright,playwright|
TANYA BARFIELD,American playwright,playwright|
KATE MOIRA RYAN,American playwright,playwright|
ERIC BENTLEY,American playwright,"playwright|""university professor""|""theatre critic""|""translator""|"
RICHARD DRESSER,American playwright,"playwright|""screenwriter""|"
STEPHEN BELBER,American playwright,"playwright|""screenwriter""|""film director""|"
TERRENCE MCNALLY,American playwright,"playwright|""screenwriter""|""author""|"
EDWARD ALBEE,American playwright,"playwright|""writer""|""author""|"
LANFORD WILSON,American playwright,"playwright|""author""|""writer""|"
TENNESSEE WILLIAMS,American playwright,"playwright|""author""|""novelist""|""screenwriter""|""writer""|"
GEORGE C. WOLFE,American playwright,film director|
MARK ST. GERMAIN,American playwright,screenwriter|
CHAD BEGUELIN,American playwright,screenwriter|
JOSEPH STEIN,American playwright,"screenwriter|""author""|"
NILO CRUZ,American playwright,"screenwriter|""author""|""playwright""|"
WENDY WASSERSTEIN,American playwright,"screenwriter|""author""|""writer""|"
RICHARD FOREMAN,American playwright,theatre director|
CHRISTOPHER DURANG,American playwright,"actor|""screenwriter""|""author""|""music educator""|"
LARRY SHUE,American playwright,"actor|""author""|""writer""|""playwright""|"
MAC WELLMAN,American playwright,writer|
CHARLES L. MEE,American playwright,"author|""historian""|"
DONALD MARGULIES,American playwright,"author|""playwright""|"
PAULA VOGEL,American playwright,"author|""playwright""|"
PHILIP BARRY,American playwright,"author|""playwright""|""writer""|"
SAM SHEPARD,American playwright and actor,"actor|""film director""|""screenwriter""|""author""|""writer""|""playwright""|"
JANE MILMORE,American playwright and actress,
DAVID AUBURN,American playwright and director,"screenwriter|""writer""|""author""|""playwright""|"
HOWARD ASHMAN,American playwright and lyricist,composer|
THORNTON WILDER,American playwright and novelist,"playwright|""author""|""novelist""|""writer""|"
DAVID WILTSE,American playwright and novelist,"playwright|""novelist""|"
A. R. GURNEY,American playwright and novelist,"author|""novelist""|"
PAUL RUDNICK,American playwright and screenwiter,author|
TONY KUSHNER,American playwright and screenwriter,"playwright|""screenwriter""|""author""|""writer""|""music educator""|"
HORTON FOOTE,American playwright and screenwriter,"screenwriter|""playwright""|""actor""|"
RICHARD GREENBERG,American playwright and television writer,author|
BILLY VAN ZANDT,American playwright| director and actor,actor|
DAVID MAMET,American playwright| essayist| screenwriter| and film director,"screenwriter|""film director""|""playwright""|""film producer""|""author""|""writer""|"
ADAM RAPP,American playwright| novelist and film director,"film director|""novelist""|"
EVE ENSLER,American playwright| performer| feminist| activist and artist,"artist|""actor""|""playwright""|""author""|""autobiographer""|"
SHERMAN YELLEN,American playwright| screenwriter,"screenwriter|""playwright""|"
MARSHA NORMAN,American playwright| screenwriter and novelist,"screenwriter|""music educator""|"
ERIN CRESSIDA WILSON,American playwright| screenwriter| professor and author,screenwriter|
MURRAY SCHISGAL,American playwright| television writer and screenwriter,"playwright|""screenwriter""|""author""|"
DALE WASSERMAN,American playwrigt,"playwright|""screenwriter""|""author""|""writer""|"
EDNA ST. VINCENT MILLAY,American poet,"playwright|""poet""|""writer""|""author""|"
ALLEN GINSBERG,American poet,"playwright|""poet""|""writer""|""author""|""autobiographer""|"
EMILY DICKINSON,American poet,"writer|""poet""|""author""|"
HENRY WADSWORTH LONGFELLOW,American poet,"writer|""poet""|""author""|""novelist""|""professor""|"
ANNE MARIE MACARI,American poet,poet|
ROBERT HASS,American poet,poet|
LORINE NIEDECKER,American poet,poet|
HAL SIROWITZ,American poet,poet|
FRANZ WRIGHT,American poet,poet|
JORIE GRAHAM,American poet,poet|
E. E. CUMMINGS,American poet,"poet|""painter""|""author""|""playwright""|""writer""|""novelist""|"
STEVEN SATER,American poet,"poet|""playwright""|""screenwriter""|"
QUINCY TROUPE,American poet,"poet|""writer""|""journalist""|"
THEODORE ROETHKE,American poet,"poet|""writer""|""author""|"
ELIZABETH BISHOP,American poet,"poet|""writer""|""author""|"
CHARLES SIMIC,American poet,"poet|""writer""|""author""|""translator""|"
SHEL SILVERSTEIN,American poet,"poet|""composer""|""writer""|""author""|""singer""|""musician""|""songwriter""|""children's writer""|"
WILLIAM CARLOS WILLIAMS,American poet,"poet|""physician""|""author""|""autobiographer""|""writer""|"
A. R. AMMONS,American poet,"poet|""author""|"
ROBERT CREELEY,American poet,"poet|""author""|"
J. D. MCCLATCHY,American poet,"poet|""author""|"
TED KOOSER,American poet,"poet|""author""|"
PHILLIS WHEATLEY,American poet,"poet|""author""|"
LOUIS ZUKOFSKY,American poet,"poet|""author""|"
JOHN HOLLANDER,American poet,"poet|""author""|"
WALLACE STEVENS,American poet,"poet|""author""|""journalist""|""writer""|"
GARY SNYDER,American poet,"poet|""author""|""translator""|""writer""|"
DELMORE SCHWARTZ,American poet,"poet|""author""|""writer""|"
PETER ORLOVSKY,American poet,"poet|""author""|""writer""|"
EMMA LAZARUS,American poet,"poet|""author""|""writer""|"
W. S. MERWIN,American poet,"poet|""author""|""writer""|""translator""|"
GEORGE DILLON,American poet,
JAMES SCHUYLER,American poet,
JANICE ERLBAUM,American poet,
DAVID TUCKER,American poet,
JERRY WEMPLE,American poet,
RITA DOVE,American poet and author (1952),"poet|""author""|"
C. K. WILLIAMS,American poet and critic,"poet|""translator""|"
MARK VAN DOREN,American poet and literary critic,"poet|""author""|""autobiographer""|"
JOYCE CAROL THOMAS,American poet and playwright,writer|
STEPHEN SARTARELLI,American poet and translator,poet|
MARIANNE MOORE,American poet and writer,"poet|""author""|"
JAMES RUSSELL LOWELL,American poet| critic| editor| and diplomat,"poet|""diplomat""|""author""|""essayist""|"
ROBERT PINSKY,American poet| editor| literary critic| academic.,"poet|""author""|"
JOYCE KILMER,American poet| editor| literary critic| soldier,"journalist|""poet""|"
ADRIENNE RICH,American poet| essayist and feminist,"poet|""author""|""essayist""|"
PHILIP FRENEAU,American poet| nationalist| polemicist| sea captain and newspaper editor,"poet|""author""|"
SYLVIA PLATH,American poet| novelist and short story writer,"poet|""writer""|""author""|""novelist""|""essayist""|""autobiographer""|"
ROBERT PENN WARREN,American poet| novelist| and literary critic,"poet|""author""|""novelist""|"
KAZIM ALI,American poet| novelist| essayist| and professor,novelist|
DOROTHY PARKER,American poet| short story writer| critic and satirist,"columnist|""poet""|""author""|""screenwriter""|""writer""|"
JANE KENYON,American poet| translator,"poet|""translator""|"
GEORGE JEFFERSON,American pole vaulter,
BERNARD KERIK,American police chief,prison warden|
BISHOP ROBINSON,American police commissioner,
JACK WEAVER,American police officer,police officer|
WILLIAM J. BRATTON,American police officer,police officer|
JAY CARSON,American policy advisor,
PAUL WEYRICH,American political activist,journalist|
HOWARD DEAN,American political activist,"physician|""stockbroker""|""politician""|"
EARL BROWDER,American political activist,politician|
STEVEN AFTERGOOD,American political activist,
RANDY PULLEN,American political activist,
SIMON ROSENBERG,American political activist,
GEORGETTE MOSBACHER,American political activist and businesswoman,
IRA MAGAZINER,American political advisor,
LAWRENCE DI RITA,American political aide,officer|
BATES GILL,American political analyst,political scientist|
AMY WALTER,American political analyst,journalist|
ANDREA TANTAROS,American political analyst,
ABBIE HOFFMAN,American political and social activist,"politician|""psychologist""|""political activist""|""social activist""|""political writer""|""human rights activist""|""writer""|"
MICHAEL E. TONER,American political apointee,
TAD DEVINE,American political campaign consultant| strategist,
JOE TRIPPI,American political campaigner,consultant|
PATTY WETTERLING,American political candidate,
TUCKER CARLSON,American political commentator,"pundit|""columnist""|""television presenter""|""journalist""|"
PAUL BERMAN,American political commentator,journalist|
DAVID FRUM,American political commentator,"journalist|""lawyer""|""author""|"
CHRISTOPHER HAHN,American political commentator,
DICK MORRIS,American political commentator and consultant,entrepreneur|
DAVID GERGEN,American political consultant,lawyer|
CHRIS LEHANE,American political consultant,lawyer|
PAUL BEGALA,American political consultant,
MARK PENN,American political consultant,
DEBBIE WILLHITE,American political consultant,
STEVE JARDING,American political consultant,
MARK CORALLO,American political consultant,
MATTHEW DOWD,American political consultant,
PATTI SOLIS DOYLE,American political consultant,
BILL BURTON,American political consultant,
MARK MCKINNON,American political consultant,
STEPHANIE CUTTER,American political consultant,
KEVIN SHEEKEY,American political consultant,
KIRK FORDHAM,American political consultant,
ED ROLLINS,American political consultant,
CARL FORTI,American political consultant,
MANDY GRUNWALD,American political consultant,
MARY MATALIN,American political consultant,
BILL HILLSMAN,American political consultant and advertising executive,
JULEANNA GLOVER WEISS,American political consultant and lobbyist,
KARL ROVE,American political consultant and policy advisor,"journalist|""political scientist""|"
LEE ATWATER,American political consultant and strategist,political adviser|
FRANK LUNTZ,American political consultant| author| and pollster,statistician|
PATRICIA DUFF,American political fundraiser,
MICHAEL KINSLEY,American political journalist| commentator television host,journalist|
ARTURO VALENZUELA,American political official,
JOHN ZOGBY,American political pollster,pollster|
DAVID B. RIVKIN,American political pundit,lawyer|
G. TERRY MADONNA,American political pundit,
ADAM FELBER,American political satirist| actor| author and radio personality,novelist|
STEPHEN COLBERT,American political satirist| writer| comedian| television host| and actor,"actor|""comedian""|""screenwriter""|""television presenter""|""novelist""|""writer""|"
DAVID M. BARRETT,American political scientist,political scientist|
LARRY SABATO,American political scientist,political scientist|
ALBERT WOHLSTETTER,American political scientist,political scientist|
EDWARD C. BANFIELD,American political scientist,political scientist|
JAMES A. THURBER,American political scientist,political scientist|
JOHN MUELLER,American political scientist,political scientist|
STEPHEN WALT,American political scientist,political scientist|
PAUL PIERSON,American political scientist,political scientist|
DOUGLAS W. RAE,American political scientist,political scientist|
JOHN DIIULIO,American political scientist,political scientist|
MARC LYNCH,American political scientist,political scientist|
NORMAN ORNSTEIN,American political scientist,political scientist|
ANDREW HACKER,American political scientist,political scientist|
MARK FALCOFF,American political scientist,political scientist|
RIORDAN ROETT,American political scientist,political scientist|
ALAN WOLFE,American political scientist,"political scientist|""sociologist""|"
THOMAS E. MANN,American political scientist,"political scientist|""author""|"
HANS MORGENTHAU,American political scientist,"judge|""political scientist""|""writer""|""philosopher""|"
JOHN MEARSHEIMER,American political scientist,"officer|""political scientist""|"
ROBERT KAGAN,American political scientist,"journalist|""political scientist""|""author""|""writer""|"
RICHARD NEUSTADT,American political scientist,historian|
DOUGLAS YATES,American political scientist,
PEVERILL SQUIRE,American political scientist,
AL FROM,American political strategist,
JEROME ARMSTRONG,American political strategist,
